fasta_id	beta_strands
7KOR_EMD-22981_T	0
7KOR_EMD-22981_P	0
7KPW_EMD-22990_A	0
7KZM_EMD-23082_P	0
7KZM_EMD-23082_X	0
7KZM_EMD-23082_U	0
7KZM_EMD-23082_T	0
7KZM_EMD-23082_Q	0
7KZM_EMD-23082_O	0
7KZM_EMD-23082_KA	0
7KZM_EMD-23082_B	0
7KZM_EMD-23082_HA	0
7KZM_EMD-23082_EA	0
7KZM_EMD-23082_CA	0
7KZM_EMD-23082_W	0
7KZM_EMD-23082_V	0
7L0S_EMD-23102_E	0
7L0S_EMD-23102_D	0
7L6M_EMD-23145_B	0
7L6M_EMD-23145_A	0
7L6N_EMD-23206_H	0
7LHH_EMD-23340_B	0
7LHH_EMD-23340_A	0
7LHI_EMD-23341_E	0
7LHI_EMD-23341_B	0
7LHI_EMD-23341_A	0
7MBZ_EMD-23751_A	0
7MBZ_EMD-23751_B	0
7MD4_EMD-23766_F	0
7MD4_EMD-23766_E	0
7MD4_EMD-23766_C	0
7MKQ_EMD-23903_F	0
7MKQ_EMD-23903_E	0
7MOQ_EMD-23926_T	0
7MOQ_EMD-23926_X	0
7MOQ_EMD-23926_Z	0
7MT8_EMD-23977_B	0
7MT8_EMD-23977_A	0
7MT9_EMD-23978_A	0
7MT9_EMD-23978_B	0
7MUQ_EMD-24018_L	0
7MUQ_EMD-24018_K	0
7MUQ_EMD-24018_J	0
7MUQ_EMD-24018_I	0
7MUQ_EMD-24018_H	0
7MUQ_EMD-24018_E	0
7MUQ_EMD-24018_D	0
7MUQ_EMD-24018_B	0
7MUQ_EMD-24018_A	0
7MUS_EMD-24020_I	0
7MUS_EMD-24020_H	0
7MUS_EMD-24020_G	0
7MUS_EMD-24020_F	0
7MUS_EMD-24020_E	0
7MUS_EMD-24020_C	0
7MUS_EMD-24020_B	0
7MUS_EMD-24020_DB	0
7MUS_EMD-24020_A	0
7MUV_EMD-24023_I	0
7MUV_EMD-24023_H	0
7MUV_EMD-24023_E	0
7MUV_EMD-24023_D	0
7MUV_EMD-24023_C	0
7MUV_EMD-24023_B	0
7MUV_EMD-24023_BB	0
7MUV_EMD-24023_U	0
7MUV_EMD-24023_A	0
7MUW_EMD-24024_I	0
7MUW_EMD-24024_F	0
7MUW_EMD-24024_E	0
7MUW_EMD-24024_D	0
7MUW_EMD-24024_C	0
7MUW_EMD-24024_B	0
7MUW_EMD-24024_W	0
7MUW_EMD-24024_J	0
7MUW_EMD-24024_A	0
7MUY_EMD-24026_I	0
7MUY_EMD-24026_H	0
7MUY_EMD-24026_G	0
7MUY_EMD-24026_F	0
7MUY_EMD-24026_E	0
7MUY_EMD-24026_C	0
7MUY_EMD-24026_B	0
7MUY_EMD-24026_Q	0
7MUY_EMD-24026_A	0
7N32_EMD-22677_B	0
7N32_EMD-22677_A	0
7N85_EMD-24232_G	0
7N85_EMD-24232_F	0
7N85_EMD-24232_A	0
7N97_EMD-24251_B	0
7N97_EMD-24251_A	0
7N9Q_EMD-24259_A	0
7N9R_EMD-24260_A	0
7N9S_EMD-24261_B	0
7N9S_EMD-24261_A	0
7N9Y_EMD-24264_B	0
7N9Y_EMD-24264_A	0
7NBX_EMD-12262_D	0
7NBX_EMD-12262_C	0
7NCS_EMD-12271_G	0
7NCS_EMD-12271_F	0
7NCS_EMD-12271_D	0
7ND0_EMD-12272_G	0
7ND0_EMD-12272_F	0
7ND0_EMD-12272_D	0
7ND0_EMD-12272_C	0
7NO1_EMD-12486_A	0
7NO3_EMD-12488_A	0
7NO4_EMD-12489_A	0
7NO5_EMD-12490_A	0
7NO6_EMD-12491_A	0
7NO7_EMD-12492_A	0
7NO8_EMD-12493_A	0
7NO9_EMD-12494_A	0
7NOA_EMD-12495_A	0
7NOB_EMD-12496_A	0
7NOC_EMD-12497_A	0
7NOD_EMD-12498_A	0
7NOE_EMD-12499_A	0
7NOF_EMD-12500_A	0
7NOG_EMD-12501_A	0
7NOH_EMD-12502_A	0
7NOI_EMD-12503_A	0
7NOJ_EMD-12504_A	0
7NOM_EMD-12507_A	0
7NON_EMD-12508_A	0
7NOO_EMD-12509_A	0
7NOP_EMD-12510_A	0
7NOQ_EMD-12511_A	0
7NPV_EMD-12522_M	0
7NPV_EMD-12522_A	0
7O17_EMD-12692_D	0
7O3W_EMD-12710_A	0
7O3Z_EMD-12714_A	0
7OH1_EMD-12891_B	0
7OH1_EMD-12891_C	0
7OWG_EMD-13097_A	0
7OWG_EMD-13097_C	0
7OWG_EMD-13097_D	0
7P3N_EMD-13181_U	0
7P3N_EMD-13181_T	0
7P3N_EMD-13181_S	0
7P3N_EMD-13181_R	0
7P3N_EMD-13181_Q	0
7P3N_EMD-13181_G	0
7PCF_EMD-13319_C	0
7PCF_EMD-13319_B	0
7PCF_EMD-13319_A	0
7PG0_EMD-13385_D	0
7PG0_EMD-13385_C	0
7PG2_EMD-13386_D	0
7PG2_EMD-13386_C	0
7PG3_EMD-13387_D	0
7PG3_EMD-13387_C	0
7PGT_EMD-13395_A	0
7PKY_EMD-13482_A	0
7Q1V_EMD-13767_A	0
7Q53_EMD-13824_B	0
7Q53_EMD-13824_A	0
7QE5_EMD-13930_A	0
7QID_EMD-10311_E	0
7QID_EMD-10311_F	0
7QJ0_EMD-14005_E	0
7QJ0_EMD-14005_D	0
7QJ0_EMD-14005_B	0
7QJ0_EMD-14005_A	0
7QJ1_EMD-14006_E	0
7QJ1_EMD-14006_D	0
7QJ1_EMD-14006_B	0
7QJ1_EMD-14006_A	0
7QJ3_EMD-14008_D	0
7QJ3_EMD-14008_C	0
7QJ3_EMD-14008_A	0
7QJ6_EMD-14011_M	0
7QJ6_EMD-14011_B	0
7QJ6_EMD-14011_A	0
7QJE_EMD-14019_A	0
7QJE_EMD-14019_B	0
7QJE_EMD-14019_D	0
7QJE_EMD-14019_E	0
7QO3_EMD-14082_I	0
7QO3_EMD-14082_H	0
7QO3_EMD-14082_OA	0
7QO3_EMD-14082_NA	0
7QO3_EMD-14082_MA	0
7QO3_EMD-14082_LA	0
7QO3_EMD-14082_KA	0
7QO3_EMD-14082_JA	0
7QO3_EMD-14082_IA	0
7QO3_EMD-14082_HA	0
7QO3_EMD-14082_GA	0
7QO3_EMD-14082_FA	0
7QO3_EMD-14082_EA	0
7QO3_EMD-14082_DA	0
7QO3_EMD-14082_CA	0
7QO3_EMD-14082_M	0
7QO3_EMD-14082_L	0
7QO3_EMD-14082_K	0
7QO3_EMD-14082_J	0
7QO4_EMD-14083_G	0
7QO4_EMD-14083_F	0
7QO4_EMD-14083_E	0
7QO4_EMD-14083_D	0
7QO4_EMD-14083_C	0
7QO4_EMD-14083_B	0
7QO4_EMD-14083_A	0
7QO5_EMD-14084_WA	0
7QO5_EMD-14084_VA	0
7QO5_EMD-14084_UA	0
7QO5_EMD-14084_TA	0
7QO5_EMD-14084_SA	0
7QO5_EMD-14084_RA	0
7QO5_EMD-14084_QA	0
7QO5_EMD-14084_PA	0
7QO5_EMD-14084_OA	0
7QO5_EMD-14084_NA	0
7QO5_EMD-14084_MA	0
7QO5_EMD-14084_LA	0
7QO5_EMD-14084_KA	0
7QO5_EMD-14084_JA	0
7QO5_EMD-14084_IA	0
7QO5_EMD-14084_HA	0
7QO5_EMD-14084_GA	0
7QO5_EMD-14084_FA	0
7QO5_EMD-14084_EA	0
7QO5_EMD-14084_DA	0
7QO5_EMD-14084_CA	0
7QO6_EMD-14085_WA	0
7QO6_EMD-14085_VA	0
7QO6_EMD-14085_UA	0
7QO6_EMD-14085_TA	0
7QO6_EMD-14085_SA	0
7QO6_EMD-14085_RA	0
7QO6_EMD-14085_QA	0
7QO6_EMD-14085_PA	0
7QO6_EMD-14085_OA	0
7QO6_EMD-14085_NA	0
7QO6_EMD-14085_MA	0
7QO6_EMD-14085_LA	0
7QO6_EMD-14085_KA	0
7QO6_EMD-14085_JA	0
7QO6_EMD-14085_IA	0
7QO6_EMD-14085_HA	0
7QO6_EMD-14085_GA	0
7QO6_EMD-14085_FA	0
7QO6_EMD-14085_EA	0
7QO6_EMD-14085_DA	0
7QO6_EMD-14085_CA	0
7QOO_EMD-14098_H	0
7QOO_EMD-14098_G	0
7QOO_EMD-14098_F	0
7QOO_EMD-14098_E	0
7QOO_EMD-14098_D	0
7QOO_EMD-14098_B	0
7QOO_EMD-14098_J	0
7QOO_EMD-14098_A	0
7QY7_EMD-14209_AA	0
7QY7_EMD-14209_CA	0
7QY7_EMD-14209_FA	0
7QY7_EMD-14209_EA	0
7QY7_EMD-14209_DA	0
7QY7_EMD-14209_BA	0
7QYA_EMD-14210_FA	0
7QYA_EMD-14210_EA	0
7QYA_EMD-14210_DA	0
7QYA_EMD-14210_CA	0
7QYA_EMD-14210_BA	0
7QYA_EMD-14210_AA	0
7QYA_EMD-14210_X	0
7R0C_EMD-14221_B	0
7R7T_EMD-24304_G	0
7R9H_EMD-24325_A	0
7R9I_EMD-24326_A	0
7R9J_EMD-24327_A	0
7RDR_EMD-24425_A	0
7RI6_EMD-24475_D	0
7RI6_EMD-24475_C	0
7RI7_EMD-24476_D	0
7RI7_EMD-24476_C	0
7RI8_EMD-24477_D	0
7RI8_EMD-24477_C	0
7RI9_EMD-24478_D	0
7RI9_EMD-24478_C	0
7RJ5_EMD-24481_F	0
7RJ5_EMD-24481_D	0
