fasta_id	beta_res	helix_res	beta_strands	helices
6VQJ_EMD-21352_E	0	63	0	1
6VQJ_EMD-21352_H	33	172	9	8
6VQK_EMD-21353_A	52	189	13	11
6VQK_EMD-21353_B	0	60	0	1
6VQK_EMD-21353_E	0	64	0	1
6VQK_EMD-21353_H	37	180	11	9
6VWS_EMD-21423_A	6	97	2	10
6VY0_EMD-21454_A	29	235	8	17
6VOF_EMD-21262_A	75	209	19	20
6VOF_EMD-21262_D	93	174	21	16
6VOF_EMD-21262_G	12	110	8	8
6VOF_EMD-21262_H	33	168	11	6
6VOF_EMD-21262_I	0	144	0	2
6VOF_EMD-21262_J	0	127	0	2
6VOF_EMD-21262_K	0	127	0	2
6VOF_EMD-21262_L	2	148	2	7
6VOF_EMD-21262_M	0	67	0	3
6VY1_EMD-21455_A	18	77	4	2
6W0K_EMD-21497_A	0	77	0	6
6VYV_EMD-21473_A	116	10	30	2
6VYV_EMD-21473_E	106	8	34	2
6VYV_EMD-21473_I	92	9	26	2
6VYV_EMD-21473_J	83	6	27	2
6W09_EMD-21496_A	166	13	39	3
6W09_EMD-21496_E	138	6	31	2
6W09_EMD-21496_I	93	3	22	1
6W09_EMD-21496_J	101	6	22	2
6W09_EMD-21496_Q	6	20	2	3
6W2U_EMD-21532_A	147	16	33	4
6W2U_EMD-21532_E	125	5	33	1
6W1C_EMD-21509_A	128	11	33	3
6W1C_EMD-21509_E	108	10	31	2
6W1C_EMD-21509_I	100	3	23	1
6W1C_EMD-21509_J	95	3	20	1
6W4O_EMD-21535_A	59	38	6	4
6W4O_EMD-21535_M	60	30	6	4
6W4P_EMD-21536_A	59	39	6	4
6W4P_EMD-21536_M	60	30	6	4
6WBK_EMD-21591_A	13	205	4	13
6WBL_EMD-21592_A	13	206	4	13
6WC7_EMD-21602_A	2	82	2	7
6WC7_EMD-21602_B	2	82	2	7
6WFS_EMD-21653_A	0	75	0	7
6WGF_EMD-21664_A	109	170	27	17
6WGF_EMD-21664_B	122	184	30	20
6WGF_EMD-21664_C	101	191	24	20
6WGF_EMD-21664_D	107	244	24	21
6WGF_EMD-21664_E	116	226	24	26
6WGF_EMD-21664_F	106	183	26	19
6PV6_EMD-20486_A	25	16	9	3
6PV6_EMD-20486_E	340	1769	119	174
6WJF_EMD-21692_A	41	144	10	13
6WJF_EMD-21692_C	44	72	21	8
6WJG_EMD-21693_A	41	83	10	9
6WJG_EMD-21693_C	26	43	10	4
6WJD_EMD-21691_A	49	153	11	19
6WJD_EMD-21691_AA	59	67	15	4
6WJD_EMD-21691_B	36	158	17	16
6WJD_EMD-21691_BA	74	62	13	4
6WJD_EMD-21691_C	47	139	13	18
6WJD_EMD-21691_CA	61	66	15	5
6WJD_EMD-21691_D	55	168	10	18
6WJD_EMD-21691_DA	62	60	14	4
6WJD_EMD-21691_E	52	154	10	14
6WJD_EMD-21691_EA	64	71	15	5
6WJD_EMD-21691_F	41	158	15	13
6WJD_EMD-21691_FA	65	64	13	4
6WJD_EMD-21691_G	58	90	12	8
6WJD_EMD-21691_GA	63	71	14	6
6WJD_EMD-21691_H	53	77	14	6
6WJD_EMD-21691_I	53	77	11	7
6WJD_EMD-21691_J	52	83	14	7
6WJD_EMD-21691_K	55	65	11	6
6WJD_EMD-21691_L	52	72	10	6
6WJD_EMD-21691_M	62	73	11	8
6WJD_EMD-21691_N	59	67	15	4
6WJD_EMD-21691_O	74	62	13	4
6WJD_EMD-21691_P	61	66	15	5
6WJD_EMD-21691_Q	62	60	14	4
6WJD_EMD-21691_R	64	71	15	5
6WJD_EMD-21691_S	65	64	13	4
6WJD_EMD-21691_T	63	71	14	6
6WJD_EMD-21691_U	12	387	8	49
6WJD_EMD-21691_V	6	257	4	31
6WJD_EMD-21691_W	11	275	4	27
6WJD_EMD-21691_X	4	268	4	20
6WJD_EMD-21691_Y	9	237	4	21
6WJD_EMD-21691_Z	35	116	12	11
6WKK_EMD-21695_A	74	69	15	8
6WKK_EMD-21695_G	27	0	12	0
6WCJ_EMD-21611_A	0	296	0	26
6WCJ_EMD-21611_B	0	91	0	4
6X0V_EMD-21985_A	0	33	0	3
6X0V_EMD-21985_B	0	55	0	6
6X0V_EMD-21985_C	0	28	0	1
6WJN_EMD-21696_A	27	106	13	9
6WJN_EMD-21696_B	36	114	12	11
6WJN_EMD-21696_C	19	130	7	13
6WJN_EMD-21696_D	33	133	8	13
6WJN_EMD-21696_E	43	153	13	13
6WJN_EMD-21696_F	42	153	12	13
6WJN_EMD-21696_G	56	79	12	7
6WJN_EMD-21696_H	53	82	11	6
6WJN_EMD-21696_I	35	92	11	7
6WJN_EMD-21696_J	36	89	10	7
6WJN_EMD-21696_K	36	73	11	7
6WJN_EMD-21696_L	50	73	12	7
6WJN_EMD-21696_M	55	75	12	7
6WJN_EMD-21696_N	57	65	15	5
6WJN_EMD-21696_NA	27	106	13	9
6WJN_EMD-21696_O	65	64	14	4
6WJN_EMD-21696_OA	36	114	12	11
6WJN_EMD-21696_P	58	62	15	4
6WJN_EMD-21696_PA	19	130	7	13
6WJN_EMD-21696_Q	46	61	12	4
6WJN_EMD-21696_QA	33	133	8	13
6WJN_EMD-21696_R	55	71	13	5
6WJN_EMD-21696_RA	43	153	13	13
6WJN_EMD-21696_S	61	61	12	4
6WJN_EMD-21696_SA	42	153	12	13
6WJN_EMD-21696_T	63	68	14	5
6WJN_EMD-21696_TA	0	430	0	43
6WJN_EMD-21696_U	18	429	8	41
6WJN_EMD-21696_V	4	280	2	25
6WJN_EMD-21696_W	4	260	4	22
6WJN_EMD-21696_X	9	221	3	20
6WJN_EMD-21696_Y	1	239	1	20
6X34_EMD-22017_A	27	12	9	2
6X34_EMD-22017_B	356	1806	115	141
6X36_EMD-22019_A	23	9	7	1
6X36_EMD-22019_B	337	1766	102	145
6X36_EMD-22019_C	0	84	0	7
6XE6_EMD-22144_A	8	465	8	26
6XF7_EMD-22165_A	163	385	41	38
6XJX_EMD-22216_A	0	125	0	5
6XJX_EMD-22216_B	2	26	2	1
6XJX_EMD-22216_I	20	197	11	17
6XJX_EMD-22216_J	16	158	8	16
6XF8_EMD-22166_A	296	334	89	35
6XF8_EMD-22166_B	156	397	41	42
6XF8_EMD-22166_F	114	244	32	26
6XF8_EMD-22166_G	47	150	18	14
6XF8_EMD-22166_I	48	153	18	17
6XKW_EMD-22227_A	9	350	5	16
6XKW_EMD-22227_B	1	100	1	13
6XKW_EMD-22227_C	0	258	0	18
6XKW_EMD-22227_D	13	82	9	7
6XKW_EMD-22227_E	39	41	10	4
6XKW_EMD-22227_F	39	41	10	4
6XKW_EMD-22227_G	0	258	0	18
6XKW_EMD-22227_H	13	82	9	7
6XKX_EMD-22228_A	39	41	10	4
6XKX_EMD-22228_B	0	258	0	18
6XKX_EMD-22228_C	0	258	0	18
6XKX_EMD-22228_G	9	350	5	16
6XKX_EMD-22228_H	1	100	1	13
6XKX_EMD-22228_I	6	141	6	13
6XKZ_EMD-22230_A	39	41	10	4
6XKZ_EMD-22230_B	0	258	0	18
6XKZ_EMD-22230_C	0	258	0	18
6XKZ_EMD-22230_G	9	350	5	16
6XKZ_EMD-22230_H	1	100	1	13
6XKZ_EMD-22230_I	6	141	6	13
6XPF_EMD-22287_A	22	179	4	9
6XOW_EMD-22282_A	186	458	35	42
6XTY_EMD-10621_A	16	90	7	7
6XTY_EMD-10621_B	18	85	7	9
6XTY_EMD-10621_C	14	67	3	11
6XTY_EMD-10621_D	24	92	5	10
6XTY_EMD-10621_E	76	212	22	21
6XTY_EMD-10621_F	143	93	25	8
6XTY_EMD-10621_G	143	93	25	8
6XTY_EMD-10621_H	143	93	25	8
6XTY_EMD-10621_I	14	67	3	11
6XTY_EMD-10621_J	24	92	5	10
6XTY_EMD-10621_K	76	212	22	21
6XTY_EMD-10621_L	143	93	25	8
6Y92_EMD-10732_A	2	104	2	7
6Y92_EMD-10732_B	2	106	2	6
6Y92_EMD-10732_C	77	3	17	1
6Y9V_EMD-10738_A	6	84	2	7
6Y9V_EMD-10738_G	6	129	2	11
6Y9Y_EMD-10741_A	6	84	2	7
6Y9Y_EMD-10741_G	6	129	2	11
6XRE_EMD-22294_A	146	549	52	59
6XRE_EMD-22294_B	159	286	61	36
6XRE_EMD-22294_C	71	56	12	5
6XRE_EMD-22294_D	4	84	3	9
6XRE_EMD-22294_E	39	84	13	11
6XRE_EMD-22294_F	12	25	4	2
6XRE_EMD-22294_G	79	19	16	3
6XRE_EMD-22294_H	56	3	12	1
6XRE_EMD-22294_I	29	6	8	2
6XRE_EMD-22294_J	0	38	0	5
6XRE_EMD-22294_K	27	44	4	3
6XRE_EMD-22294_L	5	0	2	0
6XRE_EMD-22294_M	44	40	10	7
6YBT_EMD-10773_A	0	115	0	2
6YBT_EMD-10773_B	99	6	28	2
6YBT_EMD-10773_C	192	66	44	12
6Y9Z_EMD-10742_A	6	84	2	7
6Y9Z_EMD-10742_G	6	129	2	11
6YRG_EMD-10889_A	193	198	43	11
6YTX_EMD-10925_A	0	178	0	11
6YVD_EMD-10944_A	1	590	1	42
6YVD_EMD-10944_B	7	39	7	7
6YVD_EMD-10944_C	46	198	16	12
6YVD_EMD-10944_D	53	168	17	12
6YVV_EMD-10952_A	54	236	12	13
6YVV_EMD-10952_B	80	228	18	13
6YVV_EMD-10952_C	14	99	4	8
6YVV_EMD-10952_D	0	596	0	49
6YVU_EMD-10951_A	69	764	22	29
6YVU_EMD-10951_B	109	803	25	28
6YVU_EMD-10951_C	16	96	7	7
6YVU_EMD-10951_D	0	610	0	49
6YW7_EMD-10960_A	0	0	0	0
6YW7_EMD-10960_B	0	0	0	0
6YW7_EMD-10960_C	0	0	0	0
6YW7_EMD-10960_D	0	0	0	0
6YW7_EMD-10960_E	0	0	0	0
6YW7_EMD-10960_F	0	0	0	0
6YW7_EMD-10960_G	0	0	0	0
6Z12_EMD-4460_A	169	521	33	38
6Z05_EMD-11003_A	125	65	29	10
6Z3W_EMD-11058_B	0	208	0	14
6Z3W_EMD-11058_C	0	148	0	8
6Z3W_EMD-11058_D	0	67	0	3
6Z3W_EMD-11058_E	0	51	0	2
6Z3W_EMD-11058_F	0	69	0	5
6Z3W_EMD-11058_G	22	16	6	1
6Z3W_EMD-11058_H	18	67	7	7
6Z3W_EMD-11058_I	46	31	11	3
6Z2K_EMD-11042_A	0	59	0	2
6Z2K_EMD-11042_E	41	143	14	15
6Z2K_EMD-11042_I	43	143	16	15
6Z5J_EMD-11078_A	0	107	0	10
6ZD0_EMD-11172_A	170	99	27	16
6ZD0_EMD-11172_B	26	7	6	1
6ZDG_EMD-11173_A	60	24	18	5
6ZDG_EMD-11173_B	106	9	21	3
6ZDG_EMD-11173_C	115	17	19	4
6Z47_EMD-11069_A	111	479	24	32
6Z47_EMD-11069_C	6	73	4	8
6Z47_EMD-11069_E	7	87	5	10
6ZDJ_EMD-11176_A	6	84	2	7
6ZDJ_EMD-11176_G	6	129	2	11
6ZG0_EMD-11190_A	0	92	0	11
6ZGA_EMD-11199_A	153	234	38	25
6ZGA_EMD-11199_B	132	230	37	24
6ZGA_EMD-11199_C	36	50	8	6
6ZGA_EMD-11199_D	0	0	0	0
6ZGA_EMD-11199_G	40	49	8	6
6ZIU_EMD-11230_A	0	27	0	2
6ZIU_EMD-11230_B	1	171	1	10
6ZIU_EMD-11230_C	34	11	7	1
6ZIU_EMD-11230_D	0	34	0	1
6ZIU_EMD-11230_E	1	46	1	4
6ZIU_EMD-11230_F	1	61	1	4
6ZIU_EMD-11230_G	0	40	0	3
6ZIU_EMD-11230_H	4	173	2	5
6ZIU_EMD-11230_I	0	35	0	2
6ZIU_EMD-11230_J	20	69	5	5
6ZIU_EMD-11230_K	34	11	7	1
6ZJN_EMD-11237_A	0	75	0	3
6ZJN_EMD-11237_B	23	78	6	7
6ZJN_EMD-11237_C	146	200	39	30
6ZJN_EMD-11237_D	46	182	10	18
6ZJN_EMD-11237_E	47	34	11	4
6ZJN_EMD-11237_F	20	60	6	7
6ZJN_EMD-11237_G	28	40	9	6
6ZJN_EMD-11237_H	4	223	4	11
6ZJN_EMD-11237_I	0	75	0	3
6ZJN_EMD-11237_J	2	113	2	6
6ZJN_EMD-11237_K	2	72	2	3
6ZJN_EMD-11237_L	12	428	4	24
6ZJN_EMD-11237_M	17	334	8	23
6ZJN_EMD-11237_N	8	313	6	22
6ZJN_EMD-11237_O	4	223	4	11
6ZGH_EMD-11206_A	277	193	53	13
6ZJY_EMD-11238_A	0	76	0	3
6ZJY_EMD-11238_B	21	78	5	7
6ZJY_EMD-11238_C	148	189	41	27
6ZJY_EMD-11238_D	37	180	8	17
6ZJY_EMD-11238_E	46	37	11	5
6ZJY_EMD-11238_F	24	57	8	7
6ZJY_EMD-11238_G	34	42	11	6
6ZJY_EMD-11238_H	2	227	2	11
6ZJY_EMD-11238_I	0	76	0	3
6ZJY_EMD-11238_J	2	113	2	6
6ZJY_EMD-11238_K	0	76	0	4
6ZJY_EMD-11238_L	18	430	5	25
6ZJY_EMD-11238_M	18	331	9	24
6ZJY_EMD-11238_N	6	316	6	22
6ZJY_EMD-11238_O	2	227	2	11
6ZM1_EMD-11277_A	26	205	17	22
6ZM1_EMD-11277_B	366	65	79	13
6ZNN_EMD-11318_A	72	146	22	18
6ZNN_EMD-11318_B	70	153	19	19
6ZNN_EMD-11318_D	65	157	18	18
6ZNN_EMD-11318_E	6	13	2	2
6ZNN_EMD-11318_H	70	153	19	19
6ZNN_EMD-11318_I	74	136	23	16
6ZNN_EMD-11318_K	85	59	28	7
6ZNA_EMD-0667_A	0	0	0	0
6ZNA_EMD-0667_B	0	0	0	0
6ZNA_EMD-0667_J	0	0	0	0
6ZNA_EMD-0667_K	0	1	0	1
6ZNA_EMD-0667_L	0	0	0	0
6ZNA_EMD-0667_M	0	0	0	0
6ZNA_EMD-0667_N	0	1	0	1
6ZNA_EMD-0667_O	0	0	0	0
6ZNA_EMD-0667_P	0	0	0	0
6ZNA_EMD-0667_Q	0	0	0	0
6ZNO_EMD-11319_A	72	146	22	18
6ZNO_EMD-11319_B	70	153	19	19
6ZNO_EMD-11319_D	65	157	18	18
6ZNO_EMD-11319_E	6	13	2	2
6ZNO_EMD-11319_F	31	13	17	2
6ZNO_EMD-11319_G	72	146	22	18
6ZNO_EMD-11319_H	70	153	19	19
6ZPG_EMD-11338_A	0	360	0	19
6ZPH_EMD-11339_A	0	357	0	20
6ZPH_EMD-11339_B	66	96	17	7
6ZPI_EMD-11340_A	70	181	15	14
6ZPI_EMD-11340_B	80	202	16	20
6ZPI_EMD-11340_C	95	115	20	10
6ZQW_EMD-11372_A	177	95	35	11
6ZQW_EMD-11372_B	34	0	7	0
6ZTS_EMD-22165_A	123	326	29	35
6ZTY_EMD-22164_A	116	228	33	23
6ZTY_EMD-22164_D	45	146	18	15
6ZTZ_EMD-22166_A	128	344	34	39
6ZTZ_EMD-22166_B	128	344	34	39
6ZTZ_EMD-22166_C	127	343	43	31
6ZTZ_EMD-22166_D	31	177	12	16
6ZTZ_EMD-22166_G	289	299	88	31
6ZTZ_EMD-22166_I	42	135	19	15
6UZC_EMD-20956_A	121	112	29	14
6UZC_EMD-20956_EA	64	220	18	16
6LGN_EMD-0881_A	225	383	60	54
6LGN_EMD-0881_B	229	398	53	54
6LGN_EMD-0881_EA	90	71	14	8
6LGN_EMD-0881_FA	44	73	18	8
6TML_EMD-10525_A	0	0	0	0
6TML_EMD-10525_AB	1	3	1	1
6TML_EMD-10525_AC	3	0	1	0
6TML_EMD-10525_AF	0	0	0	0
6TML_EMD-10525_AI	6	0	1	0
6TML_EMD-10525_B	0	0	0	0
6TML_EMD-10525_BC	0	0	0	0
6TML_EMD-10525_C	0	0	0	0
6TML_EMD-10525_D	0	1	0	1
6TML_EMD-10525_DI	0	6	0	1
6TML_EMD-10525_E	0	6	0	1
6TML_EMD-10525_EF	0	0	0	0
6TML_EMD-10525_F	0	0	0	0
6TML_EMD-10525_G	0	0	0	0
6TML_EMD-10525_H	0	0	0	0
6TML_EMD-10525_I	0	0	0	0
6TML_EMD-10525_IE	0	0	0	0
6TML_EMD-10525_J	0	0	0	0
6TML_EMD-10525_K	0	0	0	0
6TML_EMD-10525_L	0	0	0	0
6TML_EMD-10525_M	0	0	0	0
6TML_EMD-10525_N	0	0	0	0
6TML_EMD-10525_O	0	0	0	0
6TML_EMD-10525_P	0	0	0	0
6TML_EMD-10525_Q	0	0	0	0
6TML_EMD-10525_R	0	0	0	0
6TML_EMD-10525_S	0	0	0	0
6TML_EMD-10525_T	0	0	0	0
6TML_EMD-10525_U	0	0	0	0
6TML_EMD-10525_V	0	0	0	0
6TML_EMD-10525_W	0	0	0	0
6TML_EMD-10525_X	0	0	0	0
6ZVS_EMD-11469_A	0	0	0	0
6ZVT_EMD-11470_A	0	0	0	0
6TBA_EMD-10443_A	0	0	0	0
6TBA_EMD-10443_AC	0	0	0	0
6TBA_EMD-10443_AI	0	0	0	0
6TBA_EMD-10443_AJ	0	0	0	0
6TBA_EMD-10443_AK	0	0	0	0
6TBA_EMD-10443_BH	0	0	0	0
6TBA_EMD-10443_BI	0	0	0	0
6TBA_EMD-10443_BJ	0	0	0	0
6TBA_EMD-10443_KJ	0	0	0	0
6TBA_EMD-10443_LJ	0	0	0	0
6TBA_EMD-10443_MJ	0	0	0	0
6W19_EMD-21504_A	238	476	61	59
6W19_EMD-21504_GA	84	88	16	11
6W19_EMD-21504_MA	63	120	15	11
6W19_EMD-21504_Q	0	44	0	4
6ZW4_EMD-11478_A	0	0	0	0
7A93_EMD-11683_A	309	199	72	18
7AL3_EMD-11815_A	56	26	17	6
7AL3_EMD-11815_B	71	32	13	6
7AL3_EMD-11815_C	96	30	21	6
7AO8_EMD-11837_A	54	97	9	11
7AO8_EMD-11837_B	49	146	16	15
7AO8_EMD-11837_D	54	97	9	11
7AO9_EMD-11838_A	5	88	1	9
7AO9_EMD-11838_B	49	146	16	15
7AO9_EMD-11838_C	16	11	4	1
7A96_EMD-11686_A	279	188	82	15
7A96_EMD-11686_D	10	295	8	32
7AOD_EMD-11841_A	166	595	57	61
7AOD_EMD-11841_B	244	316	69	34
7AOD_EMD-11841_C	99	79	16	9
7AOD_EMD-11841_D	0	27	0	2
7AOD_EMD-11841_E	40	51	11	7
7AOD_EMD-11841_F	8	24	2	2
7AOD_EMD-11841_G	65	15	14	2
7AOD_EMD-11841_H	48	4	15	1
7AOD_EMD-11841_I	9	4	5	1
7AOD_EMD-11841_J	1	25	1	5
7AOD_EMD-11841_K	19	37	6	2
7AOD_EMD-11841_L	14	0	6	0
7A98_EMD-11688_A	282	186	76	16
7A98_EMD-11688_B	283	186	76	16
7AQO_EMD-11871_A	30	701	12	56
7AQO_EMD-11871_B	0	319	0	25
7AQO_EMD-11871_C	2	176	1	7
7AQO_EMD-11871_D	0	172	0	7
7AQO_EMD-11871_I	0	174	0	7
7AQO_EMD-11871_J	2	177	1	6
7B4M_EMD-12003_A	0	338	0	28
7B6E_EMD-12053_A	0	207	0	13
7B6H_EMD-12054_A	26	345	9	22
7ATA_EMD-11911_A	2	3	2	1
7ATA_EMD-11911_B	8	0	1	0
7B6Y_EMD-12058_A	0	168	0	10
7B6Z_EMD-12060_A	26	341	9	21
7ASL_EMD-11897_A	0	139	0	12
7BGJ_EMD-12181_A	49	69	11	7
7B6R_EMD-12056_A	0	207	0	13
7B6R_EMD-12056_B	26	345	9	22
7B6R_EMD-12056_C	28	72	4	5
7B6R_EMD-12056_D	17	50	4	5
7B6R_EMD-12056_E	28	50	5	3
