i	j	id_i	id_j	identity	coverage_shorter	aligned_res	len_shorter	len_i	len_j
6	3487	6KN7_EMD-0728_V	8V0K_EMD-42858_C	0.993750	1.000000	160	160	160	161
6	3495	6KN7_EMD-0728_V	8V0Y_EMD-42874_C	0.993750	1.000000	160	160	160	161
6	4464	6KN7_EMD-0728_V	9MO4_EMD-48447_G	0.993750	1.000000	160	160	160	161
6	4469	6KN7_EMD-0728_V	9MO5_EMD-48448_G	0.993750	1.000000	160	160	160	161
6	4474	6KN7_EMD-0728_V	9MO6_EMD-48449_G	0.993750	1.000000	160	160	160	161
6	4477	6KN7_EMD-0728_V	9MO7_EMD-48450_G	0.993750	1.000000	160	160	160	161
6	4484	6KN7_EMD-0728_V	9MO8_EMD-48451_H	0.993750	1.000000	160	160	160	161
6	4489	6KN7_EMD-0728_V	9MO9_EMD-48452_G	0.993750	1.000000	160	160	160	161
6	4494	6KN7_EMD-0728_V	9MOA_EMD-48453_G	0.993750	1.000000	160	160	160	161
6	4499	6KN7_EMD-0728_V	9MOB_EMD-48454_H	0.993750	1.000000	160	160	160	161
6	4504	6KN7_EMD-0728_V	9MOC_EMD-48455_H	0.993750	1.000000	160	160	160	161
6	4509	6KN7_EMD-0728_V	9MOD_EMD-48456_H	0.993750	1.000000	160	160	160	161
6	4511	6KN7_EMD-0728_V	9MOI_EMD-48467_G	0.993750	1.000000	160	160	160	161
6	4519	6KN7_EMD-0728_V	9MOK_EMD-48468_H	0.993750	1.000000	160	160	160	161
6	4524	6KN7_EMD-0728_V	9MOL_EMD-48469_H	0.993750	1.000000	160	160	160	161
6	4529	6KN7_EMD-0728_V	9MOM_EMD-48470_H	0.993750	1.000000	160	160	160	161
6	4534	6KN7_EMD-0728_V	9MON_EMD-48471_H	0.993750	1.000000	160	160	160	161
6	4539	6KN7_EMD-0728_V	9MOO_EMD-48476_G	0.993750	1.000000	160	160	160	161
6	4542	6KN7_EMD-0728_V	9MOP_EMD-48477_G	0.993750	1.000000	160	160	160	161
6	4549	6KN7_EMD-0728_V	9MOU_EMD-48482_H	0.993750	1.000000	160	160	160	161
6	4554	6KN7_EMD-0728_V	9MOW_EMD-48483_H	0.993750	1.000000	160	160	160	161
6	4559	6KN7_EMD-0728_V	9MOX_EMD-48484_G	0.993750	1.000000	160	160	160	161
8	1101	6KN8_EMD-0729_V	7KO4_EMD-22964_V	1.000000	1.000000	160	160	160	160
8	1106	6KN8_EMD-0729_V	7KO5_EMD-22965_V	1.000000	1.000000	160	160	160	160
8	1111	6KN8_EMD-0729_V	7KOR_EMD-22981_V	1.000000	1.000000	160	160	160	160
8	2276	6KN8_EMD-0729_V	7UTI_EMD-0729_X	1.000000	1.000000	160	160	160	161
8	2280	6KN8_EMD-0729_V	7UTL_EMD-0728_Z	1.000000	1.000000	160	160	160	161
8	3440	6KN8_EMD-0729_V	8UWW_EMD-42681_C	0.993750	1.000000	160	160	160	161
8	3445	6KN8_EMD-0729_V	8UWX_EMD-42682_C	0.993750	1.000000	160	160	160	161
8	3450	6KN8_EMD-0729_V	8UWY_EMD-42683_C	0.993750	1.000000	160	160	160	161
8	3455	6KN8_EMD-0729_V	8UYD_EMD-42800_C	0.993750	1.000000	160	160	160	161
8	3460	6KN8_EMD-0729_V	8UZ5_EMD-42833_C	0.993750	1.000000	160	160	160	161
8	3465	6KN8_EMD-0729_V	8UZ6_EMD-42835_C	0.993750	1.000000	160	160	160	161
8	3470	6KN8_EMD-0729_V	8UZX_EMD-42846_C	0.993750	1.000000	160	160	160	161
8	3475	6KN8_EMD-0729_V	8UZY_EMD-42847_C	0.993750	1.000000	160	160	160	161
8	3480	6KN8_EMD-0729_V	8V01_EMD-42849_C	0.993750	1.000000	160	160	160	161
8	3485	6KN8_EMD-0729_V	8V0I_EMD-42856_C	0.993750	1.000000	160	160	160	161
8	3487	6KN8_EMD-0729_V	8V0K_EMD-42858_C	0.993750	1.000000	160	160	160	161
8	3495	6KN8_EMD-0729_V	8V0Y_EMD-42874_C	0.993750	1.000000	160	160	160	161
8	4464	6KN8_EMD-0729_V	9MO4_EMD-48447_G	0.993750	1.000000	160	160	160	161
8	4469	6KN8_EMD-0729_V	9MO5_EMD-48448_G	0.993750	1.000000	160	160	160	161
8	4474	6KN8_EMD-0729_V	9MO6_EMD-48449_G	0.993750	1.000000	160	160	160	161
8	4477	6KN8_EMD-0729_V	9MO7_EMD-48450_G	0.993750	1.000000	160	160	160	161
8	4484	6KN8_EMD-0729_V	9MO8_EMD-48451_H	0.993750	1.000000	160	160	160	161
8	4489	6KN8_EMD-0729_V	9MO9_EMD-48452_G	0.993750	1.000000	160	160	160	161
8	4494	6KN8_EMD-0729_V	9MOA_EMD-48453_G	0.993750	1.000000	160	160	160	161
8	4499	6KN8_EMD-0729_V	9MOB_EMD-48454_H	0.993750	1.000000	160	160	160	161
8	4504	6KN8_EMD-0729_V	9MOC_EMD-48455_H	0.993750	1.000000	160	160	160	161
8	4509	6KN8_EMD-0729_V	9MOD_EMD-48456_H	0.993750	1.000000	160	160	160	161
8	4511	6KN8_EMD-0729_V	9MOI_EMD-48467_G	0.993750	1.000000	160	160	160	161
8	4519	6KN8_EMD-0729_V	9MOK_EMD-48468_H	0.993750	1.000000	160	160	160	161
8	4524	6KN8_EMD-0729_V	9MOL_EMD-48469_H	0.993750	1.000000	160	160	160	161
8	4529	6KN8_EMD-0729_V	9MOM_EMD-48470_H	0.993750	1.000000	160	160	160	161
8	4534	6KN8_EMD-0729_V	9MON_EMD-48471_H	0.993750	1.000000	160	160	160	161
8	4539	6KN8_EMD-0729_V	9MOO_EMD-48476_G	0.993750	1.000000	160	160	160	161
8	4542	6KN8_EMD-0729_V	9MOP_EMD-48477_G	0.993750	1.000000	160	160	160	161
8	4549	6KN8_EMD-0729_V	9MOU_EMD-48482_H	0.993750	1.000000	160	160	160	161
8	4554	6KN8_EMD-0729_V	9MOW_EMD-48483_H	0.993750	1.000000	160	160	160	161
8	4559	6KN8_EMD-0729_V	9MOX_EMD-48484_G	0.993750	1.000000	160	160	160	161
9	1103	6KN8_EMD-0729_T	7KO4_EMD-22964_T	1.000000	1.000000	174	174	174	186
9	1108	6KN8_EMD-0729_T	7KO5_EMD-22965_T	1.000000	1.000000	174	174	174	186
9	1113	6KN8_EMD-0729_T	7KOR_EMD-22981_T	1.000000	1.000000	174	174	174	186
11	1104	6KN8_EMD-0729_P	7KO4_EMD-22964_P	1.000000	1.000000	274	274	274	286
11	1109	6KN8_EMD-0729_P	7KO5_EMD-22965_P	1.000000	1.000000	274	274	274	286
11	1114	6KN8_EMD-0729_P	7KOR_EMD-22981_P	1.000000	1.000000	274	274	274	286
11	2275	6KN8_EMD-0729_P	7UTI_EMD-0729_Q	1.000000	1.000000	274	274	274	285
11	2283	6KN8_EMD-0729_P	7UTL_EMD-0728_S	1.000000	1.000000	274	274	274	284
11	3437	6KN8_EMD-0729_P	8UWW_EMD-42681_F	0.985401	1.000000	274	274	274	284
11	3442	6KN8_EMD-0729_P	8UWX_EMD-42682_F	0.985401	1.000000	274	274	274	284
11	3447	6KN8_EMD-0729_P	8UWY_EMD-42683_F	0.985401	1.000000	274	274	274	284
11	3452	6KN8_EMD-0729_P	8UYD_EMD-42800_F	0.985401	1.000000	274	274	274	284
11	3457	6KN8_EMD-0729_P	8UZ5_EMD-42833_F	0.985401	1.000000	274	274	274	284
11	3462	6KN8_EMD-0729_P	8UZ6_EMD-42835_F	0.985401	1.000000	274	274	274	284
11	3467	6KN8_EMD-0729_P	8UZX_EMD-42846_F	0.985401	1.000000	274	274	274	284
11	3472	6KN8_EMD-0729_P	8UZY_EMD-42847_F	0.985401	1.000000	274	274	274	284
11	3477	6KN8_EMD-0729_P	8V01_EMD-42849_F	0.985401	1.000000	274	274	274	284
11	3482	6KN8_EMD-0729_P	8V0I_EMD-42856_F	0.985401	1.000000	274	274	274	284
11	3489	6KN8_EMD-0729_P	8V0K_EMD-42858_F	0.985401	1.000000	274	274	274	284
11	3492	6KN8_EMD-0729_P	8V0Y_EMD-42874_F	0.985401	1.000000	274	274	274	284
1	12	6KN7_EMD-0728_A	6KN8_EMD-0729_A	1.000000	1.000000	375	375	375	375
1	159	6KN7_EMD-0728_A	6UBY_EMD-20721_A	1.000000	1.000000	375	375	375	377
1	162	6KN7_EMD-0728_A	6UC0_EMD-20724_A	1.000000	1.000000	375	375	375	377
1	553	6KN7_EMD-0728_A	6ZNN_EMD-11318_B	0.933333	1.000000	375	375	375	375
1	556	6KN7_EMD-0728_A	6ZNO_EMD-11319_B	0.933333	1.000000	375	375	375	375
1	1105	6KN7_EMD-0728_A	7KO4_EMD-22964_A	1.000000	1.000000	375	375	375	375
1	1110	6KN7_EMD-0728_A	7KO5_EMD-22965_A	1.000000	1.000000	375	375	375	375
1	1115	6KN7_EMD-0728_A	7KOR_EMD-22981_A	1.000000	1.000000	375	375	375	375
1	1169	6KN7_EMD-0728_A	7LRG_EMD-23497_A	0.989333	1.000000	375	375	375	377
1	1437	6KN7_EMD-0728_A	7QIM_EMD-13990_A	1.000000	1.000000	375	375	375	377
1	1439	6KN7_EMD-0728_A	7QIN_EMD-13991_A	1.000000	1.000000	371	371	375	371
1	1468	6KN7_EMD-0728_A	7QJ6_EMD-14011_A	0.933333	1.000000	375	375	375	375
1	1742	6KN7_EMD-0728_A	7SXA_EMD-25496_B	1.000000	1.000000	375	375	375	377
1	1798	6KN7_EMD-0728_A	7TIJ_EMD-25911_A	0.989333	1.000000	375	375	375	375
1	1800	6KN7_EMD-0728_A	7TIT_EMD-25914_A	0.989333	1.000000	375	375	375	375
1	1802	6KN7_EMD-0728_A	7TJ7_EMD-25918_A	0.989333	1.000000	375	375	375	375
1	2279	6KN7_EMD-0728_A	7UTI_EMD-0729_A	1.000000	1.000000	375	375	375	377
1	2284	6KN7_EMD-0728_A	7UTL_EMD-0728_A	1.000000	1.000000	375	375	375	377
1	2491	6KN7_EMD-0728_A	7ZTD_EMD-14958_A	0.933333	1.000000	375	375	375	375
1	3030	6KN7_EMD-0728_A	8OF8_EMD-16850_G	1.000000	1.000000	375	375	375	375
1	3080	6KN7_EMD-0728_A	8Q4G_EMD-18147_A	0.994624	1.000000	372	372	375	372
1	3156	6KN7_EMD-0728_A	8RTY_EMD-19499_A	0.941176	1.000000	374	374	375	374
1	3441	6KN7_EMD-0728_A	8UWW_EMD-42681_A	0.989333	1.000000	375	375	375	377
1	3446	6KN7_EMD-0728_A	8UWX_EMD-42682_A	0.989333	1.000000	375	375	375	377
1	3451	6KN7_EMD-0728_A	8UWY_EMD-42683_A	0.989333	1.000000	375	375	375	377
1	3456	6KN7_EMD-0728_A	8UYD_EMD-42800_A	0.989333	1.000000	375	375	375	377
1	3461	6KN7_EMD-0728_A	8UZ5_EMD-42833_A	0.989333	1.000000	375	375	375	377
1	3466	6KN7_EMD-0728_A	8UZ6_EMD-42835_A	0.989333	1.000000	375	375	375	377
1	3471	6KN7_EMD-0728_A	8UZX_EMD-42846_A	0.989333	1.000000	375	375	375	377
1	3476	6KN7_EMD-0728_A	8UZY_EMD-42847_A	0.989333	1.000000	375	375	375	377
1	3481	6KN7_EMD-0728_A	8V01_EMD-42849_A	0.989333	1.000000	375	375	375	377
1	3486	6KN7_EMD-0728_A	8V0I_EMD-42856_A	0.989333	1.000000	375	375	375	377
1	3491	6KN7_EMD-0728_A	8V0K_EMD-42858_A	0.989333	1.000000	375	375	375	377
1	3496	6KN7_EMD-0728_A	8V0Y_EMD-42874_A	0.989333	1.000000	375	375	375	377
1	3542	6KN7_EMD-0728_A	8VRD_EMD-43481_E	0.933333	1.000000	375	375	375	375
1	3549	6KN7_EMD-0728_A	8VRJ_EMD-43482_H	0.933333	1.000000	375	375	375	375
1	3717	6KN7_EMD-0728_A	8ZIP_EMD-60125_A	0.994595	1.000000	370	370	375	370
1	3783	6KN7_EMD-0728_A	9C62_EMD-45240_I	0.933333	1.000000	375	375	375	375
1	3850	6KN7_EMD-0728_A	9D2F_EMD-46494_F	0.978667	1.000000	375	375	375	377
1	3878	6KN7_EMD-0728_A	9DGT_EMD-46847_H	0.933333	1.000000	375	375	375	375
1	3893	6KN7_EMD-0728_A	9DGU_EMD-46848_H	0.933333	1.000000	375	375	375	375
1	4133	6KN7_EMD-0728_A	9FQR_EMD-50664_UO	0.936000	1.000000	375	375	375	375
1	4315	6KN7_EMD-0728_A	9HHL_EMD-52171_J	0.933333	1.000000	375	375	375	375
1	4355	6KN7_EMD-0728_A	9I8N_EMD-52730_P	0.938667	1.000000	375	375	375	375
1	4465	6KN7_EMD-0728_A	9MO4_EMD-48447_A	0.989333	1.000000	375	375	375	377
1	4470	6KN7_EMD-0728_A	9MO5_EMD-48448_A	0.989333	1.000000	375	375	375	377
1	4475	6KN7_EMD-0728_A	9MO6_EMD-48449_A	0.989333	1.000000	375	375	375	377
1	4476	6KN7_EMD-0728_A	9MO7_EMD-48450_A	0.989333	1.000000	375	375	375	377
1	4485	6KN7_EMD-0728_A	9MO8_EMD-48451_A	0.989333	1.000000	375	375	375	377
1	4490	6KN7_EMD-0728_A	9MO9_EMD-48452_A	0.989333	1.000000	375	375	375	377
1	4495	6KN7_EMD-0728_A	9MOA_EMD-48453_A	0.989333	1.000000	375	375	375	377
1	4500	6KN7_EMD-0728_A	9MOB_EMD-48454_A	0.989333	1.000000	375	375	375	377
1	4505	6KN7_EMD-0728_A	9MOC_EMD-48455_A	0.989333	1.000000	375	375	375	377
1	4510	6KN7_EMD-0728_A	9MOD_EMD-48456_A	0.989333	1.000000	375	375	375	377
1	4515	6KN7_EMD-0728_A	9MOI_EMD-48467_A	0.989333	1.000000	375	375	375	377
1	4520	6KN7_EMD-0728_A	9MOK_EMD-48468_A	0.989333	1.000000	375	375	375	377
1	4525	6KN7_EMD-0728_A	9MOL_EMD-48469_A	0.989333	1.000000	375	375	375	377
1	4530	6KN7_EMD-0728_A	9MOM_EMD-48470_A	0.989333	1.000000	375	375	375	377
1	4535	6KN7_EMD-0728_A	9MON_EMD-48471_A	0.989333	1.000000	375	375	375	377
1	4540	6KN7_EMD-0728_A	9MOO_EMD-48476_A	0.989333	1.000000	375	375	375	377
1	4541	6KN7_EMD-0728_A	9MOP_EMD-48477_A	0.989333	1.000000	375	375	375	377
1	4550	6KN7_EMD-0728_A	9MOU_EMD-48482_A	0.989333	1.000000	375	375	375	377
1	4555	6KN7_EMD-0728_A	9MOW_EMD-48483_A	0.989333	1.000000	375	375	375	377
1	4560	6KN7_EMD-0728_A	9MOX_EMD-48484_A	0.989333	1.000000	375	375	375	377
1	4651	6KN7_EMD-0728_A	9QVM_EMD-53399_M	0.933333	1.000000	375	375	375	375
1	4662	6KN7_EMD-0728_A	9QVN_EMD-53400_K	0.933333	1.000000	375	375	375	375
2	11	6KN7_EMD-0728_P	6KN8_EMD-0729_P	1.000000	1.000000	274	274	274	274
2	1104	6KN7_EMD-0728_P	7KO4_EMD-22964_P	1.000000	1.000000	274	274	274	286
2	1109	6KN7_EMD-0728_P	7KO5_EMD-22965_P	1.000000	1.000000	274	274	274	286
2	1114	6KN7_EMD-0728_P	7KOR_EMD-22981_P	1.000000	1.000000	274	274	274	286
2	2275	6KN7_EMD-0728_P	7UTI_EMD-0729_Q	1.000000	1.000000	274	274	274	285
2	2283	6KN7_EMD-0728_P	7UTL_EMD-0728_S	1.000000	1.000000	274	274	274	284
2	3437	6KN7_EMD-0728_P	8UWW_EMD-42681_F	0.985401	1.000000	274	274	274	284
2	3442	6KN7_EMD-0728_P	8UWX_EMD-42682_F	0.985401	1.000000	274	274	274	284
2	3447	6KN7_EMD-0728_P	8UWY_EMD-42683_F	0.985401	1.000000	274	274	274	284
2	3452	6KN7_EMD-0728_P	8UYD_EMD-42800_F	0.985401	1.000000	274	274	274	284
2	3457	6KN7_EMD-0728_P	8UZ5_EMD-42833_F	0.985401	1.000000	274	274	274	284
2	3462	6KN7_EMD-0728_P	8UZ6_EMD-42835_F	0.985401	1.000000	274	274	274	284
2	3467	6KN7_EMD-0728_P	8UZX_EMD-42846_F	0.985401	1.000000	274	274	274	284
2	3472	6KN7_EMD-0728_P	8UZY_EMD-42847_F	0.985401	1.000000	274	274	274	284
2	3477	6KN7_EMD-0728_P	8V01_EMD-42849_F	0.985401	1.000000	274	274	274	284
2	3482	6KN7_EMD-0728_P	8V0I_EMD-42856_F	0.985401	1.000000	274	274	274	284
2	3489	6KN7_EMD-0728_P	8V0K_EMD-42858_F	0.985401	1.000000	274	274	274	284
2	3492	6KN7_EMD-0728_P	8V0Y_EMD-42874_F	0.985401	1.000000	274	274	274	284
2	4461	6KN7_EMD-0728_P	9MO4_EMD-48447_K	0.996350	1.000000	274	274	274	284
2	4466	6KN7_EMD-0728_P	9MO5_EMD-48448_K	0.996350	1.000000	274	274	274	284
2	4471	6KN7_EMD-0728_P	9MO6_EMD-48449_K	0.996350	1.000000	274	274	274	284
2	4479	6KN7_EMD-0728_P	9MO7_EMD-48450_K	0.996350	1.000000	274	274	274	284
2	4481	6KN7_EMD-0728_P	9MO8_EMD-48451_L	0.996350	1.000000	274	274	274	284
2	4486	6KN7_EMD-0728_P	9MO9_EMD-48452_K	0.996350	1.000000	274	274	274	284
2	4491	6KN7_EMD-0728_P	9MOA_EMD-48453_K	0.996350	1.000000	274	274	274	284
2	4496	6KN7_EMD-0728_P	9MOB_EMD-48454_L	0.996350	1.000000	274	274	274	284
2	4501	6KN7_EMD-0728_P	9MOC_EMD-48455_L	0.996350	1.000000	274	274	274	284
2	4506	6KN7_EMD-0728_P	9MOD_EMD-48456_L	0.996350	1.000000	274	274	274	284
2	4512	6KN7_EMD-0728_P	9MOI_EMD-48467_K	0.996350	1.000000	274	274	274	284
2	4516	6KN7_EMD-0728_P	9MOK_EMD-48468_L	0.996350	1.000000	274	274	274	284
2	4521	6KN7_EMD-0728_P	9MOL_EMD-48469_L	0.996350	1.000000	274	274	274	284
2	4526	6KN7_EMD-0728_P	9MOM_EMD-48470_L	0.996350	1.000000	274	274	274	284
2	4531	6KN7_EMD-0728_P	9MON_EMD-48471_L	0.996350	1.000000	274	274	274	284
2	4536	6KN7_EMD-0728_P	9MOO_EMD-48476_K	0.996350	1.000000	274	274	274	284
2	4545	6KN7_EMD-0728_P	9MOP_EMD-48477_K	0.996350	1.000000	274	274	274	284
2	4546	6KN7_EMD-0728_P	9MOU_EMD-48482_L	0.996350	1.000000	274	274	274	284
2	4551	6KN7_EMD-0728_P	9MOW_EMD-48483_L	0.996350	1.000000	274	274	274	284
2	4556	6KN7_EMD-0728_P	9MOX_EMD-48484_K	0.996350	1.000000	274	274	274	284
3	10	6KN7_EMD-0728_R	6KN8_EMD-0729_R	1.000000	1.000000	31	31	31	31
11	4461	6KN8_EMD-0729_P	9MO4_EMD-48447_K	0.996350	1.000000	274	274	274	284
11	4466	6KN8_EMD-0729_P	9MO5_EMD-48448_K	0.996350	1.000000	274	274	274	284
11	4471	6KN8_EMD-0729_P	9MO6_EMD-48449_K	0.996350	1.000000	274	274	274	284
11	4479	6KN8_EMD-0729_P	9MO7_EMD-48450_K	0.996350	1.000000	274	274	274	284
11	4481	6KN8_EMD-0729_P	9MO8_EMD-48451_L	0.996350	1.000000	274	274	274	284
11	4486	6KN8_EMD-0729_P	9MO9_EMD-48452_K	0.996350	1.000000	274	274	274	284
11	4491	6KN8_EMD-0729_P	9MOA_EMD-48453_K	0.996350	1.000000	274	274	274	284
11	4496	6KN8_EMD-0729_P	9MOB_EMD-48454_L	0.996350	1.000000	274	274	274	284
11	4501	6KN8_EMD-0729_P	9MOC_EMD-48455_L	0.996350	1.000000	274	274	274	284
11	4506	6KN8_EMD-0729_P	9MOD_EMD-48456_L	0.996350	1.000000	274	274	274	284
11	4512	6KN8_EMD-0729_P	9MOI_EMD-48467_K	0.996350	1.000000	274	274	274	284
11	4516	6KN8_EMD-0729_P	9MOK_EMD-48468_L	0.996350	1.000000	274	274	274	284
11	4521	6KN8_EMD-0729_P	9MOL_EMD-48469_L	0.996350	1.000000	274	274	274	284
11	4526	6KN8_EMD-0729_P	9MOM_EMD-48470_L	0.996350	1.000000	274	274	274	284
11	4531	6KN8_EMD-0729_P	9MON_EMD-48471_L	0.996350	1.000000	274	274	274	284
11	4536	6KN8_EMD-0729_P	9MOO_EMD-48476_K	0.996350	1.000000	274	274	274	284
11	4545	6KN8_EMD-0729_P	9MOP_EMD-48477_K	0.996350	1.000000	274	274	274	284
11	4546	6KN8_EMD-0729_P	9MOU_EMD-48482_L	0.996350	1.000000	274	274	274	284
11	4551	6KN8_EMD-0729_P	9MOW_EMD-48483_L	0.996350	1.000000	274	274	274	284
11	4556	6KN8_EMD-0729_P	9MOX_EMD-48484_K	0.996350	1.000000	274	274	274	284
12	159	6KN8_EMD-0729_A	6UBY_EMD-20721_A	1.000000	1.000000	375	375	375	377
12	162	6KN8_EMD-0729_A	6UC0_EMD-20724_A	1.000000	1.000000	375	375	375	377
12	553	6KN8_EMD-0729_A	6ZNN_EMD-11318_B	0.933333	1.000000	375	375	375	375
12	556	6KN8_EMD-0729_A	6ZNO_EMD-11319_B	0.933333	1.000000	375	375	375	375
12	1105	6KN8_EMD-0729_A	7KO4_EMD-22964_A	1.000000	1.000000	375	375	375	375
12	1110	6KN8_EMD-0729_A	7KO5_EMD-22965_A	1.000000	1.000000	375	375	375	375
12	1115	6KN8_EMD-0729_A	7KOR_EMD-22981_A	1.000000	1.000000	375	375	375	375
12	1169	6KN8_EMD-0729_A	7LRG_EMD-23497_A	0.989333	1.000000	375	375	375	377
12	1437	6KN8_EMD-0729_A	7QIM_EMD-13990_A	1.000000	1.000000	375	375	375	377
12	1439	6KN8_EMD-0729_A	7QIN_EMD-13991_A	1.000000	1.000000	371	371	375	371
12	1468	6KN8_EMD-0729_A	7QJ6_EMD-14011_A	0.933333	1.000000	375	375	375	375
