seq_index	fasta_id	rep_index	rep_fasta_id
43	6M5V_EMD-30094_A	43	6M5V_EMD-30094_A
44	6M5V_EMD-30094_B	44	6M5V_EMD-30094_B
45	6M5V_EMD-30094_C	45	6M5V_EMD-30094_C
46	6M68_EMD-30116_A	46	6M68_EMD-30116_A
47	6M6G_EMD-30123_U	47	6M6G_EMD-30123_U
48	6M6G_EMD-30123_S	48	6M6G_EMD-30123_S
49	6M6G_EMD-30123_R	49	6M6G_EMD-30123_R
50	6M6G_EMD-30123_N	50	6M6G_EMD-30123_N
51	6M6G_EMD-30123_H	51	6M6G_EMD-30123_H
52	6M6G_EMD-30123_F	52	6M6G_EMD-30123_F
53	6M6G_EMD-30123_A	53	6M6G_EMD-30123_A
54	6M6H_EMD-30124_T	50	6M6G_EMD-30123_N
55	6M6H_EMD-30124_R	51	6M6G_EMD-30123_H
56	6M6H_EMD-30124_P	47	6M6G_EMD-30123_U
57	6M6H_EMD-30124_J	52	6M6G_EMD-30123_F
58	6M6H_EMD-30124_H	48	6M6G_EMD-30123_S
59	6M6H_EMD-30124_G	49	6M6G_EMD-30123_R
60	6M6H_EMD-30124_A	53	6M6G_EMD-30123_A
61	6M6Z_EMD-30126_A	61	6M6Z_EMD-30126_A
62	6PSN_EMD-20459_H	62	6PSN_EMD-20459_H
63	6PSN_EMD-20459_A	63	6PSN_EMD-20459_A
64	6PV6_EMD-20486_A	64	6PV6_EMD-20486_A
65	6PV6_EMD-20486_E	65	6PV6_EMD-20486_E
66	6Q7L_EMD-4469_V	66	6Q7L_EMD-4469_V
67	6Q7L_EMD-4469_U	66	6Q7L_EMD-4469_V
68	6Q7L_EMD-4469_A	68	6Q7L_EMD-4469_A
69	6Q7M_EMD-4470_A	68	6Q7L_EMD-4469_A
70	6Q7M_EMD-4470_U	66	6Q7L_EMD-4469_V
71	6ROW_EMD-4975_G	71	6ROW_EMD-4975_G
72	6ROW_EMD-4975_E	72	6ROW_EMD-4975_E
73	6ROW_EMD-4975_A	73	6ROW_EMD-4975_A
74	6RRT_EMD-4990_A	74	6RRT_EMD-4990_A
75	6RWY_EMD-10046_CA	75	6RWY_EMD-10046_CA
76	6RWY_EMD-10046_BA	76	6RWY_EMD-10046_BA
77	6RWY_EMD-10046_W	77	6RWY_EMD-10046_W
78	6RWY_EMD-10046_L	78	6RWY_EMD-10046_L
79	6S2F_EMD-10089_D	79	6S2F_EMD-10089_D
80	6S2F_EMD-10089_C	80	6S2F_EMD-10089_C
81	6S2F_EMD-10089_B	81	6S2F_EMD-10089_B
82	6S2F_EMD-10089_A	82	6S2F_EMD-10089_A
83	6SB5_EMD-10135_A	83	6SB5_EMD-10135_A
84	6SH5_EMD-10194_A	84	6SH5_EMD-10194_A
85	6SIH_EMD-10210_A	85	6SIH_EMD-10210_A
86	6SKM_EMD-10228_A	86	6SKM_EMD-10228_A
87	6SKN_EMD-10229_A	86	6SKM_EMD-10228_A
88	6SLU_EMD-10240_A	86	6SKM_EMD-10228_A
89	6SMU_EMD-10246_A	86	6SKM_EMD-10228_A
90	6SMX_EMD-10247_A	90	6SMX_EMD-10247_A
91	6SMX_EMD-10247_B	91	6SMX_EMD-10247_B
92	6SMX_EMD-10247_C	92	6SMX_EMD-10247_C
93	6SMX_EMD-10247_D	93	6SMX_EMD-10247_D
94	6SMX_EMD-10247_E	94	6SMX_EMD-10247_E
95	6SO3_EMD-7029_A	95	6SO3_EMD-7029_A
96	6SO3_EMD-7029_B	96	6SO3_EMD-7029_B
97	6SO3_EMD-7029_C	97	6SO3_EMD-7029_C
98	6SZA_EMD-10351_A	66	6Q7L_EMD-4469_V
99	6SZB_EMD-10352_A	66	6Q7L_EMD-4469_V
100	6T6V_EMD-10387_A	100	6T6V_EMD-10387_A
101	6T7S_EMD-10371_A	101	6T7S_EMD-10371_A
102	6TA4_EMD-10422_C	102	6TA4_EMD-10422_C
103	6TA4_EMD-10422_B	103	6TA4_EMD-10422_B
104	6TA4_EMD-10422_A	104	6TA4_EMD-10422_A
105	6TBA_EMD-10443_A	105	6TBA_EMD-10443_A
106	6TBA_EMD-10443_BH	106	6TBA_EMD-10443_BH
107	6TBA_EMD-10443_BI	107	6TBA_EMD-10443_BI
108	6TBA_EMD-10443_KJ	108	6TBA_EMD-10443_KJ
109	6TBA_EMD-10443_AK	109	6TBA_EMD-10443_AK
110	6TBA_EMD-10443_AI	110	6TBA_EMD-10443_AI
111	6TBA_EMD-10443_BJ	111	6TBA_EMD-10443_BJ
112	6TBA_EMD-10443_AJ	112	6TBA_EMD-10443_AJ
113	6TBA_EMD-10443_AC	113	6TBA_EMD-10443_AC
114	6TBA_EMD-10443_MJ	114	6TBA_EMD-10443_MJ
115	6TBA_EMD-10443_LJ	115	6TBA_EMD-10443_LJ
116	6TGB_EMD-10497_B	116	6TGB_EMD-10497_B
117	6TML_EMD-10525_I	117	6TML_EMD-10525_I
118	6TML_EMD-10525_H	118	6TML_EMD-10525_H
119	6TML_EMD-10525_G	119	6TML_EMD-10525_G
120	6TML_EMD-10525_F	120	6TML_EMD-10525_F
121	6TML_EMD-10525_E	121	6TML_EMD-10525_E
122	6TML_EMD-10525_D	122	6TML_EMD-10525_D
123	6TML_EMD-10525_AF	123	6TML_EMD-10525_AF
124	6TML_EMD-10525_BC	124	6TML_EMD-10525_BC
125	6TML_EMD-10525_AC	125	6TML_EMD-10525_AC
126	6TML_EMD-10525_C	126	6TML_EMD-10525_C
127	6TML_EMD-10525_DI	127	6TML_EMD-10525_DI
128	6TML_EMD-10525_AI	128	6TML_EMD-10525_AI
129	6TML_EMD-10525_AB	129	6TML_EMD-10525_AB
130	6TML_EMD-10525_EF	130	6TML_EMD-10525_EF
131	6TML_EMD-10525_IE	131	6TML_EMD-10525_IE
132	6TML_EMD-10525_X	132	6TML_EMD-10525_X
133	6TML_EMD-10525_W	133	6TML_EMD-10525_W
134	6TML_EMD-10525_V	134	6TML_EMD-10525_V
135	6TML_EMD-10525_U	135	6TML_EMD-10525_U
136	6TML_EMD-10525_T	136	6TML_EMD-10525_T
137	6TML_EMD-10525_B	137	6TML_EMD-10525_B
138	6TML_EMD-10525_S	138	6TML_EMD-10525_S
139	6TML_EMD-10525_R	139	6TML_EMD-10525_R
140	6TML_EMD-10525_Q	140	6TML_EMD-10525_Q
141	6TML_EMD-10525_P	141	6TML_EMD-10525_P
142	6TML_EMD-10525_O	142	6TML_EMD-10525_O
143	6TML_EMD-10525_N	143	6TML_EMD-10525_N
144	6TML_EMD-10525_M	144	6TML_EMD-10525_M
145	6TML_EMD-10525_L	145	6TML_EMD-10525_L
146	6TML_EMD-10525_K	146	6TML_EMD-10525_K
147	6TML_EMD-10525_J	147	6TML_EMD-10525_J
148	6TML_EMD-10525_A	148	6TML_EMD-10525_A
149	6TMW_EMD-10529_A	149	6TMW_EMD-10529_A
150	6TMX_EMD-10530_A	149	6TMW_EMD-10529_A
151	6TY3_EMD-10615_A	151	6TY3_EMD-10615_A
152	6TY4_EMD-10616_A	151	6TY3_EMD-10615_A
153	6TZ9_EMD-20590_A	153	6TZ9_EMD-20590_A
154	6TZA_EMD-20591_A	154	6TZA_EMD-20591_A
155	6U1S_EMD-20613_A	155	6U1S_EMD-20613_A
156	6U68_EMD-20662_A	156	6U68_EMD-20662_A
157	6U6E_EMD-20664_A	156	6U68_EMD-20662_A
158	6U6H_EMD-20665_A	156	6U68_EMD-20662_A
159	6UBY_EMD-20721_A	1	6KN7_EMD-0728_A
160	6UBY_EMD-20721_I	160	6UBY_EMD-20721_I
161	6UC0_EMD-20724_H	160	6UBY_EMD-20721_I
162	6UC0_EMD-20724_A	1	6KN7_EMD-0728_A
163	6UVT_EMD-20916_A	163	6UVT_EMD-20916_A
164	6UX7_EMD-20930_A	156	6U68_EMD-20662_A
165	6UXA_EMD-20931_A	156	6U68_EMD-20662_A
166	6UXB_EMD-20932_A	156	6U68_EMD-20662_A
167	6UXV_EMD-20933_I	167	6UXV_EMD-20933_I
168	6UXV_EMD-20933_H	168	6UXV_EMD-20933_H
169	6UXV_EMD-20933_D	169	6UXV_EMD-20933_D
170	6UXV_EMD-20933_C	170	6UXV_EMD-20933_C
171	6UXV_EMD-20933_B	171	6UXV_EMD-20933_B
172	6UXV_EMD-20933_A	172	6UXV_EMD-20933_A
173	6UZC_EMD-20956_EA	173	6UZC_EMD-20956_EA
174	6UZC_EMD-20956_A	174	6UZC_EMD-20956_A
175	6V6C_EMD-21068_A	175	6V6C_EMD-21068_A
176	6V86_EMD-21096_B	176	6V86_EMD-21096_B
177	6V86_EMD-21096_A	177	6V86_EMD-21096_A
178	6V9I_EMD-21121_B	178	6V9I_EMD-21121_B
179	6V9I_EMD-21121_A	179	6V9I_EMD-21121_A
180	6VAB_EMD-21135_B	180	6VAB_EMD-21135_B
181	6VAB_EMD-21135_A	181	6VAB_EMD-21135_A
182	6VAC_EMD-21136_C	181	6VAB_EMD-21135_A
183	6VAC_EMD-21136_B	183	6VAC_EMD-21136_B
184	6VAC_EMD-21136_A	180	6VAB_EMD-21135_B
185	6VE4_EMD-21154_A	185	6VE4_EMD-21154_A
186	6VEJ_EMD-21363_D	186	6VEJ_EMD-21363_D
187	6VEJ_EMD-21363_A	187	6VEJ_EMD-21363_A
188	6VFI_EMD-21173_B	188	6VFI_EMD-21173_B
189	6VFI_EMD-21173_A	189	6VFI_EMD-21173_A
190	6VFJ_EMD-21174_B	190	6VFJ_EMD-21174_B
191	6VFJ_EMD-21174_A	191	6VFJ_EMD-21174_A
192	6VL6_EMD-21231_B	192	6VL6_EMD-21231_B
193	6VL6_EMD-21231_A	193	6VL6_EMD-21231_A
194	6VM1_EMD-21235_M	194	6VM1_EMD-21235_M
195	6VM1_EMD-21235_L	195	6VM1_EMD-21235_L
196	6VM1_EMD-21235_K	196	6VM1_EMD-21235_K
197	6VM1_EMD-21235_J	197	6VM1_EMD-21235_J
198	6VM1_EMD-21235_I	198	6VM1_EMD-21235_I
199	6VM1_EMD-21235_H	199	6VM1_EMD-21235_H
200	6VM1_EMD-21235_G	200	6VM1_EMD-21235_G
201	6VM1_EMD-21235_D	201	6VM1_EMD-21235_D
202	6VM1_EMD-21235_A	202	6VM1_EMD-21235_A
203	6VM4_EMD-21238_M	194	6VM1_EMD-21235_M
204	6VM4_EMD-21238_L	195	6VM1_EMD-21235_L
205	6VM4_EMD-21238_K	196	6VM1_EMD-21235_K
206	6VM4_EMD-21238_J	197	6VM1_EMD-21235_J
207	6VM4_EMD-21238_I	198	6VM1_EMD-21235_I
208	6VM4_EMD-21238_H	199	6VM1_EMD-21235_H
209	6VM4_EMD-21238_G	200	6VM1_EMD-21235_G
210	6VM4_EMD-21238_D	201	6VM1_EMD-21235_D
211	6VM4_EMD-21238_A	202	6VM1_EMD-21235_A
212	6VMB_EMD-21239_A	202	6VM1_EMD-21235_A
213	6VMB_EMD-21239_H	199	6VM1_EMD-21235_H
214	6VMB_EMD-21239_I	198	6VM1_EMD-21235_I
215	6VMB_EMD-21239_L	195	6VM1_EMD-21235_L
216	6VMB_EMD-21239_M	194	6VM1_EMD-21235_M
217	6VMB_EMD-21239_K	196	6VM1_EMD-21235_K
218	6VMB_EMD-21239_J	197	6VM1_EMD-21235_J
219	6VMB_EMD-21239_G	200	6VM1_EMD-21235_G
220	6VMB_EMD-21239_D	201	6VM1_EMD-21235_D
221	6VMD_EMD-21240_A	202	6VM1_EMD-21235_A
222	6VMD_EMD-21240_D	201	6VM1_EMD-21235_D
223	6VMD_EMD-21240_H	196	6VM1_EMD-21235_K
224	6VMD_EMD-21240_I	195	6VM1_EMD-21235_L
225	6VMD_EMD-21240_G	197	6VM1_EMD-21235_J
226	6VMG_EMD-21241_I	201	6VM1_EMD-21235_D
227	6VMG_EMD-21241_H	202	6VM1_EMD-21235_A
228	6VMG_EMD-21241_G	194	6VM1_EMD-21235_M
229	6VMG_EMD-21241_F	195	6VM1_EMD-21235_L
230	6VMG_EMD-21241_E	196	6VM1_EMD-21235_K
231	6VMG_EMD-21241_D	199	6VM1_EMD-21235_H
232	6VMG_EMD-21241_C	197	6VM1_EMD-21235_J
233	6VMG_EMD-21241_B	200	6VM1_EMD-21235_G
234	6VMG_EMD-21241_A	198	6VM1_EMD-21235_I
235	6VOF_EMD-21262_M	194	6VM1_EMD-21235_M
236	6VOF_EMD-21262_L	198	6VM1_EMD-21235_I
237	6VOF_EMD-21262_K	199	6VM1_EMD-21235_H
238	6VOF_EMD-21262_J	200	6VM1_EMD-21235_G
239	6VOF_EMD-21262_I	196	6VM1_EMD-21235_K
240	6VOF_EMD-21262_H	195	6VM1_EMD-21235_L
241	6VOF_EMD-21262_G	197	6VM1_EMD-21235_J
242	6VOF_EMD-21262_D	201	6VM1_EMD-21235_D
243	6VOF_EMD-21262_A	202	6VM1_EMD-21235_A
244	6VQJ_EMD-21352_B	244	6VQJ_EMD-21352_B
245	6VQJ_EMD-21352_E	245	6VQJ_EMD-21352_E
246	6VQJ_EMD-21352_H	246	6VQJ_EMD-21352_H
247	6VQJ_EMD-21352_A	247	6VQJ_EMD-21352_A
248	6VQK_EMD-21353_H	246	6VQJ_EMD-21352_H
249	6VQK_EMD-21353_E	245	6VQJ_EMD-21352_E
250	6VQK_EMD-21353_B	244	6VQJ_EMD-21352_B
251	6VQK_EMD-21353_A	247	6VQJ_EMD-21352_A
252	6VWS_EMD-21423_A	86	6SKM_EMD-10228_A
253	6VY0_EMD-21454_A	253	6VY0_EMD-21454_A
254	6VY1_EMD-21455_A	254	6VY1_EMD-21455_A
255	6VYV_EMD-21473_J	255	6VYV_EMD-21473_J
256	6VYV_EMD-21473_I	256	6VYV_EMD-21473_I
257	6VYV_EMD-21473_E	257	6VYV_EMD-21473_E
258	6VYV_EMD-21473_A	258	6VYV_EMD-21473_A
259	6W09_EMD-21496_Q	259	6W09_EMD-21496_Q
260	6W09_EMD-21496_J	255	6VYV_EMD-21473_J
261	6W09_EMD-21496_I	256	6VYV_EMD-21473_I
262	6W09_EMD-21496_E	262	6W09_EMD-21496_E
263	6W09_EMD-21496_A	263	6W09_EMD-21496_A
264	6W0K_EMD-21497_A	264	6W0K_EMD-21497_A
265	6W19_EMD-21504_MA	265	6W19_EMD-21504_MA
266	6W19_EMD-21504_GA	266	6W19_EMD-21504_GA
267	6W19_EMD-21504_Q	267	6W19_EMD-21504_Q
268	6W19_EMD-21504_A	268	6W19_EMD-21504_A
269	6W1C_EMD-21509_J	255	6VYV_EMD-21473_J
270	6W1C_EMD-21509_I	256	6VYV_EMD-21473_I
271	6W1C_EMD-21509_E	271	6W1C_EMD-21509_E
272	6W1C_EMD-21509_A	272	6W1C_EMD-21509_A
273	6W2U_EMD-21532_E	271	6W1C_EMD-21509_E
274	6W2U_EMD-21532_A	272	6W1C_EMD-21509_A
275	6W4O_EMD-21535_M	275	6W4O_EMD-21535_M
276	6W4O_EMD-21535_A	275	6W4O_EMD-21535_M
277	6W4P_EMD-21536_M	275	6W4O_EMD-21535_M
278	6W4P_EMD-21536_A	275	6W4O_EMD-21535_M
279	6WBK_EMD-21591_A	46	6M68_EMD-30116_A
280	6WBL_EMD-21592_A	46	6M68_EMD-30116_A
281	6WC7_EMD-21602_B	281	6WC7_EMD-21602_B
282	6WC7_EMD-21602_A	282	6WC7_EMD-21602_A
283	6WCJ_EMD-21611_B	283	6WCJ_EMD-21611_B
284	6WCJ_EMD-21611_A	284	6WCJ_EMD-21611_A
285	6WFS_EMD-21653_A	264	6W0K_EMD-21497_A
286	6WGF_EMD-21664_F	286	6WGF_EMD-21664_F
287	6WGF_EMD-21664_E	287	6WGF_EMD-21664_E
288	6WGF_EMD-21664_D	288	6WGF_EMD-21664_D
289	6WGF_EMD-21664_C	289	6WGF_EMD-21664_C
290	6WGF_EMD-21664_B	290	6WGF_EMD-21664_B
291	6WGF_EMD-21664_A	291	6WGF_EMD-21664_A
292	6WJD_EMD-21691_I	292	6WJD_EMD-21691_I
293	6WJD_EMD-21691_H	293	6WJD_EMD-21691_H
294	6WJD_EMD-21691_G	294	6WJD_EMD-21691_G
295	6WJD_EMD-21691_F	295	6WJD_EMD-21691_F
296	6WJD_EMD-21691_E	296	6WJD_EMD-21691_E
297	6WJD_EMD-21691_D	297	6WJD_EMD-21691_D
298	6WJD_EMD-21691_GA	298	6WJD_EMD-21691_GA
299	6WJD_EMD-21691_FA	299	6WJD_EMD-21691_FA
300	6WJD_EMD-21691_EA	300	6WJD_EMD-21691_EA
301	6WJD_EMD-21691_DA	301	6WJD_EMD-21691_DA
302	6WJD_EMD-21691_C	302	6WJD_EMD-21691_C
303	6WJD_EMD-21691_CA	303	6WJD_EMD-21691_CA
304	6WJD_EMD-21691_BA	304	6WJD_EMD-21691_BA
305	6WJD_EMD-21691_AA	305	6WJD_EMD-21691_AA
306	6WJD_EMD-21691_Z	306	6WJD_EMD-21691_Z
307	6WJD_EMD-21691_Y	307	6WJD_EMD-21691_Y
308	6WJD_EMD-21691_X	308	6WJD_EMD-21691_X
309	6WJD_EMD-21691_W	309	6WJD_EMD-21691_W
310	6WJD_EMD-21691_V	310	6WJD_EMD-21691_V
311	6WJD_EMD-21691_U	311	6WJD_EMD-21691_U
312	6WJD_EMD-21691_T	312	6WJD_EMD-21691_T
313	6WJD_EMD-21691_B	313	6WJD_EMD-21691_B
314	6WJD_EMD-21691_S	314	6WJD_EMD-21691_S
315	6WJD_EMD-21691_R	315	6WJD_EMD-21691_R
316	6WJD_EMD-21691_Q	316	6WJD_EMD-21691_Q
317	6WJD_EMD-21691_P	317	6WJD_EMD-21691_P
318	6WJD_EMD-21691_O	318	6WJD_EMD-21691_O
319	6WJD_EMD-21691_N	319	6WJD_EMD-21691_N
320	6WJD_EMD-21691_M	320	6WJD_EMD-21691_M
321	6WJD_EMD-21691_L	321	6WJD_EMD-21691_L
322	6WJD_EMD-21691_K	322	6WJD_EMD-21691_K
323	6WJD_EMD-21691_J	323	6WJD_EMD-21691_J
324	6WJD_EMD-21691_A	324	6WJD_EMD-21691_A
325	6WJF_EMD-21692_C	325	6WJF_EMD-21692_C
326	6WJF_EMD-21692_A	326	6WJF_EMD-21692_A
327	6WJG_EMD-21693_C	325	6WJF_EMD-21692_C
328	6WJG_EMD-21693_A	326	6WJF_EMD-21692_A
329	6WJN_EMD-21696_I	292	6WJD_EMD-21691_I
330	6WJN_EMD-21696_H	330	6WJN_EMD-21696_H
331	6WJN_EMD-21696_G	294	6WJD_EMD-21691_G
332	6WJN_EMD-21696_F	295	6WJD_EMD-21691_F
333	6WJN_EMD-21696_E	296	6WJD_EMD-21691_E
334	6WJN_EMD-21696_D	297	6WJD_EMD-21691_D
335	6WJN_EMD-21696_TA	321	6WJD_EMD-21691_L
336	6WJN_EMD-21696_SA	315	6WJD_EMD-21691_R
337	6WJN_EMD-21696_RA	316	6WJD_EMD-21691_Q
338	6WJN_EMD-21696_C	302	6WJD_EMD-21691_C
339	6WJN_EMD-21696_QA	317	6WJD_EMD-21691_P
340	6WJN_EMD-21696_PA	318	6WJD_EMD-21691_O
341	6WJN_EMD-21696_OA	319	6WJD_EMD-21691_N
342	6WJN_EMD-21696_NA	320	6WJD_EMD-21691_M
343	6WJN_EMD-21696_Y	298	6WJD_EMD-21691_GA
344	6WJN_EMD-21696_X	299	6WJD_EMD-21691_FA
345	6WJN_EMD-21696_W	345	6WJN_EMD-21696_W
346	6WJN_EMD-21696_V	301	6WJD_EMD-21691_DA
347	6WJN_EMD-21696_U	303	6WJD_EMD-21691_CA
348	6WJN_EMD-21696_T	348	6WJN_EMD-21696_T
349	6WJN_EMD-21696_B	313	6WJD_EMD-21691_B
350	6WJN_EMD-21696_S	305	6WJD_EMD-21691_AA
351	6WJN_EMD-21696_R	306	6WJD_EMD-21691_Z
352	6WJN_EMD-21696_Q	307	6WJD_EMD-21691_Y
353	6WJN_EMD-21696_P	308	6WJD_EMD-21691_X
354	6WJN_EMD-21696_O	309	6WJD_EMD-21691_W
355	6WJN_EMD-21696_N	310	6WJD_EMD-21691_V
356	6WJN_EMD-21696_M	311	6WJD_EMD-21691_U
357	6WJN_EMD-21696_L	312	6WJD_EMD-21691_T
358	6WJN_EMD-21696_K	322	6WJD_EMD-21691_K
359	6WJN_EMD-21696_J	359	6WJN_EMD-21696_J
360	6WJN_EMD-21696_A	324	6WJD_EMD-21691_A
361	6WKK_EMD-21695_G	361	6WKK_EMD-21695_G
362	6WKK_EMD-21695_A	362	6WKK_EMD-21695_A
363	6WOV_EMD-21862_A	363	6WOV_EMD-21862_A
364	6WOV_EMD-21862_E	65	6PV6_EMD-20486_E
365	6X0V_EMD-21985_C	365	6X0V_EMD-21985_C
366	6X0V_EMD-21985_B	366	6X0V_EMD-21985_B
367	6X0V_EMD-21985_A	367	6X0V_EMD-21985_A
368	6X34_EMD-22017_B	368	6X34_EMD-22017_B
369	6X34_EMD-22017_A	65	6PV6_EMD-20486_E
370	6X36_EMD-22019_C	370	6X36_EMD-22019_C
371	6X36_EMD-22019_B	368	6X34_EMD-22017_B
372	6X36_EMD-22019_A	65	6PV6_EMD-20486_E
373	6XE6_EMD-22144_A	373	6XE6_EMD-22144_A
374	6XF7_EMD-22165_A	374	6XF7_EMD-22165_A
375	6XF8_EMD-22166_I	375	6XF8_EMD-22166_I
376	6XF8_EMD-22166_G	374	6XF7_EMD-22165_A
377	6XF8_EMD-22166_F	377	6XF8_EMD-22166_F
378	6XF8_EMD-22166_B	378	6XF8_EMD-22166_B
379	6XF8_EMD-22166_A	379	6XF8_EMD-22166_A
380	6XJX_EMD-22216_J	380	6XJX_EMD-22216_J
381	6XJX_EMD-22216_I	381	6XJX_EMD-22216_I
382	6XJX_EMD-22216_B	382	6XJX_EMD-22216_B
383	6XJX_EMD-22216_A	383	6XJX_EMD-22216_A
384	6XKW_EMD-22227_H	384	6XKW_EMD-22227_H
385	6XKW_EMD-22227_G	385	6XKW_EMD-22227_G
386	6XKW_EMD-22227_F	386	6XKW_EMD-22227_F
387	6XKW_EMD-22227_E	387	6XKW_EMD-22227_E
388	6XKW_EMD-22227_D	388	6XKW_EMD-22227_D
389	6XKW_EMD-22227_C	389	6XKW_EMD-22227_C
390	6XKW_EMD-22227_B	390	6XKW_EMD-22227_B
391	6XKW_EMD-22227_A	391	6XKW_EMD-22227_A
392	6XKX_EMD-22228_I	392	6XKX_EMD-22228_I
393	6XKX_EMD-22228_H	390	6XKW_EMD-22227_B
394	6XKX_EMD-22228_G	391	6XKW_EMD-22227_A
395	6XKX_EMD-22228_C	384	6XKW_EMD-22227_H
396	6XKX_EMD-22228_B	385	6XKW_EMD-22227_G
397	6XKX_EMD-22228_A	386	6XKW_EMD-22227_F
398	6XKZ_EMD-22230_I	392	6XKX_EMD-22228_I
399	6XKZ_EMD-22230_H	390	6XKW_EMD-22227_B
400	6XKZ_EMD-22230_G	391	6XKW_EMD-22227_A
401	6XKZ_EMD-22230_C	384	6XKW_EMD-22227_H
402	6XKZ_EMD-22230_B	385	6XKW_EMD-22227_G
403	6XKZ_EMD-22230_A	386	6XKW_EMD-22227_F
404	6XOW_EMD-22282_A	404	6XOW_EMD-22282_A
405	6XPF_EMD-22287_A	405	6XPF_EMD-22287_A
406	6XRE_EMD-22294_I	406	6XRE_EMD-22294_I
407	6XRE_EMD-22294_H	407	6XRE_EMD-22294_H
408	6XRE_EMD-22294_G	408	6XRE_EMD-22294_G
409	6XRE_EMD-22294_F	409	6XRE_EMD-22294_F
410	6XRE_EMD-22294_E	410	6XRE_EMD-22294_E
411	6XRE_EMD-22294_D	411	6XRE_EMD-22294_D
412	6XRE_EMD-22294_C	412	6XRE_EMD-22294_C
413	6XRE_EMD-22294_B	413	6XRE_EMD-22294_B
414	6XRE_EMD-22294_M	414	6XRE_EMD-22294_M
415	6XRE_EMD-22294_L	415	6XRE_EMD-22294_L
416	6XRE_EMD-22294_K	416	6XRE_EMD-22294_K
417	6XRE_EMD-22294_J	417	6XRE_EMD-22294_J
418	6XRE_EMD-22294_A	418	6XRE_EMD-22294_A
419	6XTY_EMD-10621_I	419	6XTY_EMD-10621_I
420	6XTY_EMD-10621_H	420	6XTY_EMD-10621_H
421	6XTY_EMD-10621_G	421	6XTY_EMD-10621_G
422	6XTY_EMD-10621_F	422	6XTY_EMD-10621_F
423	6XTY_EMD-10621_E	423	6XTY_EMD-10621_E
424	6XTY_EMD-10621_D	424	6XTY_EMD-10621_D
425	6XTY_EMD-10621_C	425	6XTY_EMD-10621_C
426	6XTY_EMD-10621_B	426	6XTY_EMD-10621_B
427	6XTY_EMD-10621_L	427	6XTY_EMD-10621_L
428	6XTY_EMD-10621_K	428	6XTY_EMD-10621_K
429	6XTY_EMD-10621_J	429	6XTY_EMD-10621_J
430	6XTY_EMD-10621_A	430	6XTY_EMD-10621_A
431	6Y92_EMD-10732_C	431	6Y92_EMD-10732_C
432	6Y92_EMD-10732_B	432	6Y92_EMD-10732_B
433	6Y92_EMD-10732_A	433	6Y92_EMD-10732_A
